Date & Time,   System Log,   Charge MOS Status,   Discharge MOS Status,   Balance Status,   Heating Status,   Max Cell Voltage No,   Min Cell Voltage No,   Max Cell Voltage,   Min Cell Voltage,   Battery Voltage,   Battery Current,   SOC Cap. Remain,   SOC Full Charge Cap.,   Max Temp,   Min Temp,   Temp MOS,   Heat Current
2025-11-19 15:12:09,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   6,   12,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:12:15,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   3,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:12:21,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   12,   6,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:12:27,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   0,   10,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:12:33,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   8,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:12:39,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   7,   2,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:12:45,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   7,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:12:51,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   4,   5,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:12:57,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   0,   3,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:03,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   5,   3,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:09,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   3,   7,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:15,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   8,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:21,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   12,   4,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:27,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   1,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:33,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   5,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:39,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   9,   5,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:45,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   10,   6,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:51,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   3,   5,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:13:57,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   3,   5,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:03,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   5,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:09,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   2,   3,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:15,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   2,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:21,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   7,   5,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:27,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   5,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:33,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   5,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:39,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   0,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:45,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   3,   10,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:51,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   6,   7,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:14:57,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   6,   7,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:03,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   7,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:09,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   8,   6,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:15,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   8,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:21,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   6,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:27,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   4,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:33,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   8,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:39,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   5,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:45,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   5,   4,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:51,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   9,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:15:57,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   0,   7,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   25,   29,   0.0
2025-11-19 15:16:03,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   6,   12,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:16:09,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   1,   6,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:16:15,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   1,   5,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:16:21,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   4,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:16:27,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   12,   11,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:16:33,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   7,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:16:39,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   9,   0,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:16:45,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   1,   9,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:16:51,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   7,   9,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:16:57,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   8,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:03,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   9,   10,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:09,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:15,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   5,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:21,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   2,   1,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:27,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   2,   12,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:33,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   10,   7,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:39,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   1,   2,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:45,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   6,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:51,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   7,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:17:57,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   7,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:03,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:09,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   0,   12,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:15,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   2,   8,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:21,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   9,   5,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:27,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   1,   2,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:33,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   6,   0,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:39,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   7,   5,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:45,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   5,   10,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:51,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   5,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:18:57,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   11,   8,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:03,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   2,   7,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:06,   Time calibration,   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   2,   7,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:06,   Time calibration,   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   2,   7,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:09,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   4,   0,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:15,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   10,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:21,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   6,   11,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:27,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   5,   6,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:33,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   1,   10,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:39,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   10,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:45,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   3,   11,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:51,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   6,   3,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:56,   Time calibration,   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   6,   3,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:55,   Time calibration,   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   6,   3,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:19:56,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   6,   3,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:02,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   5,   9,   3.7,   3.7,   48.5,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:08,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   3,   11,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:14,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   1,   3,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:20,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   4,   11,   3.7,   3.7,   48.3,   -0.7,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:26,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   0,   9,   3.7,   3.7,   48.3,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:32,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   7,   11,   3.7,   3.7,   48.3,   -0.1,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:38,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   0,   6,   3.7,   3.7,   48.1,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:44,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   4,   8,   3.7,   3.7,   48.2,   -0.3,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:50,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   0,   1,   3.7,   3.7,   48.3,   -0.2,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:20:56,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   1,   12,   3.7,   3.7,   48.1,   -0.2,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:02,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   1,   10,   3.7,   3.7,   48.3,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:08,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   0,   1,   3.7,   3.7,   48.3,   -0.1,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:14,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   2,   7,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:20,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   4,   11,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:26,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   10,   1,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:32,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   1,   11,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:38,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   4,   3,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:44,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   12,   3,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:50,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   6,   3,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:21:56,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   10,   2,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:02,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   6,   7,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:08,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   1,   10,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:14,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   9,   12,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:20,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   6,   0,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:26,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE OFF,   HEAT OFF,   11,   6,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:32,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   9,   6,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:38,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   8,   1,   3.7,   3.7,   48.4,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:44,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   6,   3,   3.7,   3.7,   48.3,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:50,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   11,   0,   3.7,   3.7,   48.2,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:22:56,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   10,   8,   3.7,   3.7,   48.2,   -0.1,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:23:02,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   12,   10,   3.7,   3.7,   48.1,   0.0,   1.9,   3.0,   26,   26,   29,   0.0
2025-11-19 15:23:08,   Unknown Log Code [0],   CHG ON,   DSG ON,   BALANCE ON,   HEAT OFF,   0,   6,   3.7,   3.7,   48.1,   -0.3,   1.9,   3.0,   26,   26,   29,   0.0
